Text,Lexicon,Emotion,Sentiment,Mood
united support imran khan fight islamophobia something practically stop infidel disrespect islam,khan(ru),Fear,Negative,Bad
great statement prime minister pakistan islam clearly say islam religion peace humanity,statement(eu),Trust,Positive,Good
write letter banning pakistani hindu face case attack temple bigotry almost every day need old pakistan assured safety worship place equal citizenship,write(eu),Neutral,Neutral,Moderate
prime minister imran khan sunday announced provisionalprovincial status gilgitbaltistan addressed region 73rd independence day celebration,khan(ru),Fear,Negative,Bad
pakistan moving ahead great leadership,moving(eu),Interest,Neutral,Good
trending peoplementionsusers pakistan 02nov20 174658,trending(eu),Neutral,Neutral,Moderate
chutiya molana rashidi bol pandiji kaun kitab padh bana aabe chutiye bina padhe likhe atankwadi banrahe mula chutiya padh likh atankwadi repist halala paidais ban mula sun,paidaish(ru),Anticipation,Positive,Good
making massive revelation pakistan imran khan former cricketer sarfraz nawaz disclosed seen khan consume drug detailing experience nawaz accounted seen consuming drug including cannabis cocaine several occasion,khan(ru),Fear,Negative,Bad
please,lex not found,Neutral,Neutral,Moderate
fault,fault(eu),Sadness,Negative,Bad
right protest,right(eu),Trust,Positive,Good
product pakistan,product(eu),Neutral,Neutral,Moderate
hate france,hate(eu),Anger,Negative,Bad
year pakistan improved literacy rate beyond pakistan lowest literacy rate asia sans afghanistan feudal ruler never tried raise literacy rate enrollment level universal education agenda superelite,year(eu),Neutral,Neutral,Moderate
dont,lex not found,Neutral,Neutral,Moderate
khan sahab,khan(ru),Fear,Negative,Bad
imran khan shown talk talk resolution passed france ambassador sits comfy islamabad law promised motorway rape nowhere sight opposition concerned case,khan(ru),Fear,Negative,Bad
strongly demanded,strongly(eu),Neutral,Positive,Moderate
time action,time(eu),Anticipation,Positive,Good
bury waqat nikalny time lagta kaptaan,bury(eu),Sadness,Neutral,Bad
khan france,khan(ru),Fear,Negative,Bad
indian army ready attak,army(eu),Neutral,Neutral,Moderate
honestly doesnt seems like police health universal health card minority right transgender right brt proud happy wartorn province literally rise ash shine like star wishing progress love,police(eu),Fear,Positive,Bad
pak leader past mirzakicked ayubkhan zia killed planecrash yahyakhan breakspak bhutohanged benzirkilled musharfbhagoda inlondon balochi killed jardarisharif prison scientistabdul kader jailed imrankhan,pak(ru),Trust,Positive,Good
educator ppsc interview test demand justice,interview(eu),Neutral,Neutral,Moderate
lakh lannat tery jamman haramdia hamary dil zakhmi,lex not found,Neutral,Neutral,Moderate
resident state jammu kashmir exercising birthright right selfdetermination reject full responsibility conscience rejection prime minister imran khan declaration gilgitbaltistan province urge government india,khan(ru),Fear,Negative,Bad
imran khan leader man make pakistan best world honest truthful,khan(ru),Fear,Negative,Bad
imran khan please change spoke person like fayyaz cohan unnecessaryunwanted oppositionwill turn positive result,khan(ru),Fear,Negative,Bad
imran khan boht hua agr chor daku razzq daudkhusro bakhtiyar babar ifitkharumar ayub shakal tmhari kabina oon pakro peechly mafia hissa tbi tmhari bat mafia poncha nakam krna chahty,khan(ru),Fear,Negative,Bad
pakistanies requested please aggitation infront jahangir tareen home salogans chini chor sugar mafia ata chor etc get united aggitation party specially pti really imran khan mafia,chor(ru),Disgust,Negative,Bad
imran khan grant provisional provincial status gilgitbaltistan amid massive protest world news showing one theft,khan(ru),Fear,Negative,Bad
cant forget imran khan sacrifice nation quiet luxurious life started struggling betterment love,khan(ru),Fear,Negative,Bad
world recognized peace effort imran khan modi always ignore peace gesture concern poor people modi want sabotage peace whole south asia,khan(ru),Fear,Negative,Bad
turkey president recep tayyip erdogan praised prime minister imran khan effectively raising voice muslim ummah people kashmir united nation,khan(ru),Fear,Negative,Bad
commenting difficulty changing relationship india pakistan imran khan said nelson mandela could get rid hatred black white south africa difference indian pakistani,khan(ru),Fear,Negative,Bad
present pakistan option except imran khan leader trust patient trash year cant cleaned year,khan(ru),Fear,Negative,Bad
hope pakistan imran khan great leader 1st governance include map line iok pakistan alhumdullilah,khan(ru),Fear,Negative,Bad
hope pakistan imran khan great leader 1st governance include map line iok pakistan alhumdullilah,khan(ru),Fear,Negative,Bad
band franc product pakistan batay mehrbani khan sahab,band(ru),Neutral,Neutral,Moderate
dear usual youre overrating british judicial system british govt asked send nawaz sharif back pakistan tell screw human right whats,dear(eu),Neutral,Positive,Moderate
world recognized peace effort imran khan modi always ignore peace gesture concern poor people modi want sabotage peace whole south asia,khan(ru),Fear,Negative,Bad
cant forget imran khan sacrifice nation quiet luxurious life started struggling betterment love,khan(ru),Fear,Negative,Bad
cant forget imran khan sacrifice nation quiet luxurious life started struggling betterment love,khan(ru),Fear,Negative,Bad
presided prime minister imran khan corona meeting decision closure educational institution expected,khan(ru),Fear,Negative,Bad
support prime minister islamic republic pakistan imran ahmad khan niazi,khan(ru),Fear,Negative,Bad
hope pakistan imran khan great leader 1st governance include map line iok pakistan alhumdullilah,khan(ru),Fear,Negative,Bad
terrorist state deployed armyman every people shamless establishment imprissioned mass scale clocal leader masscared mass scale common man occupied,man(ru),Neutral,Neutral,Moderate
whether iran america issue indopak conflictspakistan always tried best stand peace veto power country superpower peace effort imran khan pak still front line war isnt solution peace,khan(ru),Fear,Negative,Bad
imran khan khown globaly sincere honest leader effort bring peace pakistan region must applaued,khan(ru),Fear,Negative,Bad
400 400,lex not found,Neutral,Neutral,Moderate
cmit,lex not found,Neutral,Neutral,Moderate
want see beloved country pakistan safe sound strictly faced like person ayyaz sadiq etc mr imran khan,khan(ru),Fear,Negative,Bad
ss aeos punjab need regularisation without ppsc already recruited nt plz solve issue,solve(eu),Neutral,Neutral,Moderate
proud leader imran khan,khan(ru),Fear,Negative,Bad
want full legal work including change constitution make part national assembly senate change possible statement prime minister,assembly(ru),Trust,Positive,Good
play chess let fun begin,fun(ru),Anticipation,Positive,Good
imran khan convened important meeting medium strategy committee information minister province member committee also participate video link imran khan direct medium strategy committee opposition,khan(ru),Fear,Negative,Bad
bod,lex not found,Neutral,Neutral,Moderate
khan dil fir tod yrr gajendra verma gaane sunn sunn bore need hit imran khan,khan(ru),Fear,Negative,Bad
pti,pti(ru),Neutral,Neutral,Moderate
2020,lex not found,Neutral,Neutral,Moderate
gilgit baltistan new provisional province pakistan announced imran khan prime minister uniting pakistan going stronger ever leadership,khan(ru),Fear,Negative,Bad
enemy never fired shot used treacherous insidersfifth columnist undermine nation solidarity instigate province state demoralize nation attack institution spread rumourmisinformatioemployed technique espionagesabotage,enemy(eu),Anger,Negative,Bad
indian muslim didnt burnt effigy musharraf kargil attack indian muslim didnt slap effigy nawaz shariff mumbai terror attack indian muslim didnt walk pic imran khan pulwama attack indian muslim holding massive rally,khan(ru),Fear,Negative,Bad
mariyum safder bail awarded medical ground father treatment father bail intactgovt consider cancellation bail,bail(eu),Neutral,Neutral,Moderate
chairman asks selected since past year people needed come announce package time election manipulate poll process,chairman(eu),Trust,Positive,Good
mariyum safder bail awarded medical ground father treatment father bail intactgovt consider cancellation bail,bail(eu),Neutral,Neutral,Moderate
ban french product,ban(eu),Disgust,Negative,Bad
103464 164 90486,lex not found,Neutral,Neutral,Moderate
first last choicethe imran,lex not found,Neutral,Neutral,Moderate
pti sed,pti(ru),Neutral,Neutral,Moderate
please ban product made manufactured france,ban(eu),Disgust,Negative,Bad
may help imran khan put pakitan real success track,khan(ru),Fear,Negative,Bad
mall road lahore load speaker act khilaf warzi howe truck likha ayaz sadiq gaddar awam truck lanatein dal gaddari wala churan bikk khan saab kuch neya sochein,khan(ru),Fear,Negative,Bad
bin salman decided get india membership oic time get deception brotherly country take practical step formation new islamic bloc necessary save islamic world jewish slave,bin(eu),Neutral,Neutral,Moderate
malam jabba swat kpk construction development full swing multiple site good see progress tourism industry well done well done,construction(eu),Neutral,Neutral,Moderate
copied,lex not found,Neutral,Neutral,Moderate
nomore pml want challenge need change direction upper sindh party back federalist centre left party there vaccum punjab control food price may able fill,challenge(eu),Anger,Negative,Bad
winter hot heel chill spine likely govt fall remember senior making evil axis ditch eueuro power flirting wth,winter(eu),Neutral,Neutral,Moderate
demand pakistani kick french ambassador take action late,demand(eu),Anger,Negative,Bad
last hope imran khan love,khan(ru),Fear,Negative,Bad
game game put pressure imran khan opposition dont know imran khan learned thing whole life doesnt take pressure opposition diverted pressure pakistan army,khan(ru),Fear,Negative,Bad
military part selected government imran khan become naked exposed shamelessly minister interior retired brigadier ijaz shah previous black record warned opposition attack taliban threatening ceremony,khan(ru),Fear,Negative,Bad
far know covid patient since ive covid positive friend ngl imran khan right flu none friend really severe symptom fever dry cough nasal congestion case,ngl(ru),Interest,Neutral,Good
know far know pakistan going right hand progress become pakistan fate inshallah according vision imran khan,khan(ru),Fear,Negative,Bad
military part selected government imran khan become naked exposed shamelessly minister interior retired brigadier ijaz shah previous black record warned opposition attack taliban threatening ceremony,khan(ru),Fear,Negative,Bad
imran khan aneela zaka pukar went hasilpur bahwalpur investigate criminal caseafter death husband widow wanted make necessary document order receive monthly pension assistant commissioner officehasilpurthe clerk office named abuzar demanded,khan(ru),Fear,Negative,Bad
imran khan page rishta widow daughter otherwise would prepare document please arrange make enquiry help widow,khan(ru),Fear,Negative,Bad
